desc,reduced_topic_id
"  Borrower added on 03/16/10 > I plan to use this loan to pay off my credit card debt (the interest rates are higher than the loan rate), pay for my next semester of school, and make a few upgrades to my house.<br/>",1
  Borrower added on 02/13/13 > Pay off credit card debt<br>,3
"  Borrower added on 09/18/11 > I would like to pay off my Credit Cards and deystroy them. After that I want to be able to save and invest money each payday after my loan is fulfilled with Lending Club.<br/> Borrower added on 09/19/11 > As I said, I would like to pay off my Credit Cards and deystroy them. After that I want to be able to save and invest money each payday after my loan is fulfilled with Lending Club. I would like to have a chance to clear up my debts and buy a house in a few years. I have good credit now but I want to have a higher score. You will not be sorry if you give me the break I need and I promise to fulfill my obligation you give me.<br/>null",1
  Borrower added on 11/30/11 > Stable job for 11 years. Good credit I make payments on time. Buying a car I love!<br> Borrower added on 11/30/11 > That can go 4x4 in the snow  Paid off my Audi car loan earlier this year. <br> Borrower added on 12/02/11 > Thank you for checking out my loan and helping me buy my dream Jeep!<br> Borrower added on 12/09/11 > I am purchasing the Jeep from a private seller not a dealer hence my need for a personal loan<br> Borrower added on 12/12/11 >  It's a 1987 jeep grand wagoneer with low mileage in mint condition!<br>,1
  Borrower added on 02/04/14 > Payoff and close all credit card debt.<br>,3
  Borrower added on 11/29/12 > money will be used to consolidate credit card deb<br>,4
  Borrower added on 08/15/13 > Consolidating debt as part of my 2-year plan to buy a house.<br>,-1
  Borrower added on 06/22/12 > Please help guys  I need it before June 26th ! Thank you<br>,15
"  Borrower added on 01/16/14 > I am replacing a shower. The installation cost was much higher than i had originally estimated. There is also an area of sub floor that needs replaced. The tile will not look right, so i am replacing that as well. I hope this amount of extra money will cover the additional cost that i need done. . .<br>",22
"  Borrower added on 04/15/12 > I would like to be able to stayed at a nice hotel and eat alot of good food while vacationing in Bangkok, Thailand. It's my dream vacation destination and I'd like to make the best of it.<br>",21
  Borrower added on 01/27/14 > Pay off my high interest credit card in a easy monthly payment<br>,3
  Borrower added on 02/24/14 > I want to pay off credit card debt and finance company debt so that I can free up income inorder to do home improvement projects(painting and etc.) The loan will also allow me to put money into a saving account again.<br>,-1
"  Borrower added on 09/08/12 > I wish to consolidate my unsecured debt, pay if off and start a more responsible life for my family and I.<br>",-1
  Borrower added on 02/14/14 > To pay off all Credit Cards and just have one payment plus remodel on home<br>,-1
"  Borrower added on 02/06/13 > I'm consolidating a couple higher interest loans I took out about a year ago.  They were loans to pay off credit card debt acrued while I was a dumb college student!  I only otherwise have a modest mortgage, car loan, and some student loans left. Goal to be debt free within 5 years, home only in 3!<br>",-1
  Borrower added on 02/10/13 > I'm in need of this loan to consolidate all my credit card bills and loans. It would make it much easier for me and my family to pay off the debts in one monthly installment and a lower interest rate. Any help will be greatly appreciated. Thank you all.<br>,-1
  Borrower added on 08/28/13 > Auto repairs<br>,30
  Borrower added on 11/17/11 > The loan is meant to buy the &quot;dream&quot; car to drive till the end of time. I have a stable job at a fortune 500 company. I always pay in time and more than the minimum. In my monthly budget I have set $250 aside for this loan.<br>,1
  Borrower added on 09/14/13 > I'm hoping to consolidate high interest debt from credit cards and pay off this debt faster. I have an excellent job and always pay my bills. Most of my credit rates are above 20% and would like to lower that down with this loan. It would also be nice to just have one automatic payment.<br>,0
  Borrower added on 09/05/13 > to pay off credit cards big on aprs<br>,3
  Borrower added on 05/15/12 > This helps me clear up some of my debt<br>,-1
  Borrower added on 10/04/13 > clear debt<br>,2
  Borrower added on 09/27/12 > i need money to pay sumthings for my weading<br>,5
"  Borrower added on 01/22/14 > I Have some smaller accounts I would like to consolidate so I only have one from that credit company, even though they charge yearly fees Im hoping to one day close them all. I want an easier way to pay my monthly payment.<br>",-1
  Borrower added on 10/29/13 > Consolidate debt<br>,2
"  Borrower added on 07/26/11 > Consolidating other debts into one easy payment.  Credit history shows a clean history of always paying on-time.  Would consider a shorter loan term as well.<br/> Borrower added on 07/27/11 > Job stability:  I have been at my current place of employment, a very stable packaged goods company, for 11 years and have no plans to change jobs anytime soon.<br/>null Borrower added on 07/29/11 > Revolving debt due to aiding family in paying for father's medical bills after he passed away last year<br/>",-1
"  Borrower added on 12/09/13 > I used to have perfect credit.  The problem is that since credit card companies doubled the payment amount, I just can't keep up.  I have paid off large sums of debt successfully in the past and I can do this, too.  My life will be a lot easier and I will be back on the right track with this loan!<br><br>  Borrower added on 12/09/13 > I used to have perfect credit, but since credit card companies have doubled the payment amount, I can't keep up.  I previously paid off debt almost three times this amount on my own, so I can do this too.<br><br>  Borrower added on 12/10/13 > I was at my previous place of employment for over a decade.<br>",-1
  Borrower added on 08/05/13 > This loan is to help me get back on track and to consolidate the unsecured debt that I have acrued over the years.<br>,-1
"  Borrower added on 03/08/14 > This loan is for debt consolidation purposes. This will allow me to pay off all revolving debt &amp; have one set payment. I've been on my job for 14 years, in my home for 10 years and have a good credit history.<br>",-1
  Borrower added on 09/08/13 > this loan is to payoff 3 credit cards<br>,1
"  Borrower added on 11/02/11 > Credit card consolidation, tired of paying high interest rates and would rather just pay one lump sum monthly. Thank you everyone for helping me get rid of this burden. Btw I work full time and have never missed a payment on any of my bills.<br/> Borrower added on 11/02/11 > This loan will help me pay off high interest credit cards. I realize I'd rather give my money to other people than corporations that don't need it. Im really excited to be debt free and cant thank you enough for allowing me to breathe again.<br/>",-1
  Borrower added on 04/12/13 > To pay off credit card and have just one payment a month.<br>,-1
"  Borrower added on 11/21/11 > Consolidation Loan 2011 <br> Borrower added on 11/23/11 > All expenses (food, phone, insurance, escrow, etc.)= $1,320.00<br>no rent, I have a mortgage=$984.00<br>These are all my monthly expenses.<br><br><br>",2
  Borrower added on 08/01/13 > Loan Consolidation.<br>,2
 pay off debts,2
"  Borrower added on 04/19/12 > I have a very stable job. I pay my bills on time. Want to consolidate my bills and have a set time frame to be debt free.<br><br>  Borrower added on 04/27/12 > While I have only been at my current employer less than a year, I have been in the same career 8+ years. Hope you will give me the opportunity to prove that I am a trustworthy borrower!<br>",-1
"  Borrower added on 11/07/11 > I just want to reduce my debt as quick and cheaply as possible. I have no equity in my home so I cannot get a home equity loan. I have 1 car payment remaining and that 646.00 monthly will help me pay off lending club as quick as possible. I created this debt and want to pay it off in full and get my finances in order. I was debt free 3 years ago and will be that way again with a little help. Thank you for your time and consideration. I appreciate any help you can provide<br/> Borrower added on 11/12/11 > Thanks to all the investors that have offered their own money to assist me. As a professional myself, I hope that I may return the favor to someone in need. What a positive idea. Lending club is fantastic. <br>",-1
"  Borrower added on 04/07/10 > This money will help pay off credit card debt & pay remainder of power bill. I am a hard working husband & father of three children. Put my wife through college, which she just graduated with a degree in Echocardiography & is looking for a job now. This will help us stay on our feet until she starts work.<br/><br/>I have been to only income for my family since June 2008 when I told my wife she could quit her job & go back to finish her degree.  <br/>We have no mortgages on our house or cars.  <br/>We got into credit card debt when my wife was driving 4hrs a day, three days a week to her clinical sites.  <br/>Now that she has her degree & is looking for a job, we feel it is time to try and get everything paid off.  <br/><br/>Thank for taking the time to review!<br/>",1
  Borrower added on 01/04/12 > -Been in financial industry for over 11 years in management <br>-Never missed a payment! <br>-Good Credit<br>-Borrowing money to consolidate revolving credit. <br>- eventually will become investors ourselves<br>- will only have 3 bills to pay off  w/ this consilidation: mortgage &amp; student loans<br><br>Thanks!<br>,-1
"  Borrower added on 03/12/11 > The purpose of this loan is to pay for a medical procedure and required medications.<br/>  <br/>This loan will be used to pay for a medical procedure this not covered by our insurance (which is considered pretty good), and the associated medications.  <br/><br/>We will use the rest to pay off our only car loan.  The monthly payments for this loan would be similar to what we have been paying monthly on our car note.<br/><br/>Our financial situation is stable though we have a higher DTI than we would like.   One of us has worked full time for a municipality since 2006.  Since 2004,  the other has managed the daily operations of our small business, which we purchased in January, 2010.  This business was established in 1978 and has great growth potential.  We have chosen not to take a salary from our business until at least 2013.<br/>",5
  Borrower added on 06/16/13 > To pay down or off some of my credit card debt.<br>,4
  Borrower added on 02/10/11 > A loan to pay off Credit Cards faster<br/>,-1
  Borrower added on 07/06/10 > Debt relief<br/> Borrower added on 07/06/10 > Debt relief<br/>,2
  Borrower added on 09/18/12 > Small home improvment job<br>,-1
"  Borrower added on 08/02/11 > I currently have 3 high interest credit cards, 29.9%, 24.5%, 24.24% respectively that I want to payoff. This loan would pay them off and better my credit rating over time.<br/>",-1
"  Borrower added on 10/26/11 > I have four credit cards I wish to pay off due to higher interest rates. I have been employed at my current state job since 1994. I have always had excellent credit and always will intend to do so. I will not have any problem paying this loan back and that is a 100% guarantee.<br/> Borrower added on 10/27/11 > Also, if I get the full amount of the loan I plan on paying an extra $100.00 to $200.00 a month to pay off quicker.<br/>",-1
  Borrower added on 08/14/12 > paying off credit cards<br>,3
"  Borrower added on 08/26/12 > This money will be used for a relocation trip.   And any left over, for bills.<br>",12
  Borrower added on 04/16/12 > I am consolidating my credit cards into this loan so I can have one payment with a fixed term to pay it off (and will be closing the accounts).<br><br>I have perfect payment history (never been late on a payment) and I have worked at my company for six years and we are a very stable growing company.<br>,-1
  Borrower added on 08/13/10 > want to make my son happy<br/>,-1
  Borrower added on 11/06/13 > I had to move to NY for a job and rented out my house.  The renters left and now I am selling it.  I need some money to take to the table to get the house sold (about 13000).  The remainder will be to consolidate credit cards and get them paid off.  I have been successful in making all payments.<br>,-1
  Borrower added on 03/11/14 > Consolidation<br>,2
  Borrower added on 07/25/13 > I would like to consolidate my high interest credit cards<br>,0
  Borrower added on 07/08/12 > This loan is simply to pay off high interest credit cards that have huge interest rates.  I've made more than my min payments every month and yet they still adjust the rates higher because they can.  With a loan like this one i would be able to pay my debts off and save a little money each month.<br>,-1
"  Borrower added on 11/29/11 > Purpose of loan is to consolidate debt to quicker eliminate it. I am always on time with my monthly payments. In an environment where bankruptcy is the norm, I am still marching on.  I work in law enforcement and will do so until I retire.<br>",-1
  Borrower added on 07/01/13 > Home improvement to bathroom and kitchen<br>,22
  Borrower added on 03/01/12 > Using loan for an auto loan<br>Very stable profession<br>Monthly budget of $650<br>,1
"  Borrower added on 10/13/11 > I play to strickly use these funds to pay off my credit cards.  Once they are paid off I plan on cancelling them.  I always make my payments on time and I will definitely continue so with this loan.  My employment is stable. My monthly budget will actually get a help from this loan.  By not having so many high interest cards i will drastically reduce my interest rate with this loan and I hope to have it paid off before 5 years.<br/> Borrower added on 10/18/11 > This loan will take care of 4 credit cards that I have.  I already went and canceled them because I have honestly realized that if there is something I want, I am better off saving up for it rather than putting it on a credit card. In 15 years that I've been getting loans I have never defaulted on a single one and I don't ever intend to either.<br/>",-1
"  Borrower added on 07/05/10 > I have wonderful historic home in a revitalizing neighborhood. If I spend spend $10,000 on exterior enhancements this year prior to October and can document it, I can get a tax abatement on the property for 10 years that travels with the house!<br/>",-1
"  Borrower added on 03/15/12 > I am currently paying over $1,100 in minimum payments and I'm consolidating all of my unsecured debt into a fixed payment. I plan on paying more than the minimum but would like the lower payment just in case. I have never paid anything past due and will pay this off before the scheduled date.<br>",-1
  Borrower added on 03/09/14 > This loan is to consolidate all of my debt with high interest rates so that I can be debt free in 3 years or less. I would like to purchase a home in the near future and this will help me to do that.<br>,-1
  Borrower added on 11/29/11 > i've been at my present job 30 years in january obtaining this loan will allow me to free up some capitol and enhance my on-line business i started.<br><br> Borrower added on 11/29/11 > i have been on my present job for 30 years as of january this loan will allow me to enhance my new online business.<br>,1
"  Borrower added on 08/01/13 > I am looking to simplify life and get rid of paying multiple cards. My interest rates on my cards are not bad, highest one is at 15.25 but paying one bill every month is priceless and I know it will make me pay my debt down faster. Happy to say all the cards are all cut up.<br>",-1
  Borrower added on 08/29/13 > We have quite a few credit cards we'd like to consolidate and pay off so that we might qualify for a home loan.<br>,-1
  Borrower added on 03/15/10 > This loan is to pay off a three credit cards. The payment that will need to be made is less than what I currently pay monthly for these three credit cards and will be no problem.<br/>,-1
  Borrower added on 10/29/12 > pay off debt and make things a little easier<br>,-1
  Borrower added on 04/10/13 > Want to eliminate high Apr of 26.99%<br>,-1
"  Borrower added on 09/22/11 > I want to consolidate credit card debts and a hospital bill.<br/> Borrower added on 09/28/11 > I'm just trying to consolidate credit card bills and hospital bill. I, along with others I'm sure, got caught up in too much credit and want to reduce them to just one bill.<br/>Borrower added on 09/22/11 > I want to consolidate credit card debts and a hospital bill.<br/> Borrower added on 09/28/11 > I'm just trying to consolidate credit card bills and hospital bill. I, along with others I'm sure, got caught up in too much credit and want to reduce them to just one bill.<br/> Borrower added on 10/10/11 > I want to consolidate credit card accounts into one. I, along with others have got caught up in easy credit accounts which I want to eliminate.<br/> Borrower added on 10/21/11 > I want to consolidate credit card accounts into one, along with a hospital bill.<br/>",-1
"  Borrower added on 01/13/10 > We are trying to have a baby and the fertility treatments have been very expensive.  If we could pay off our 3 credit cards and have one payment, we would be able to concentrate more on saving money.<br/>",-1
"  Borrower added on 07/25/13 > I love my house, but there is an elevated, ugly, 1960's &quot;Sunroom&quot; attached to the back. The plan is to tear it down and build a deck so my dogs and I can watch the sunsets. I've saved for the cost of materials-but want to make sure my bases are covered for labor.<br>",-1
"  Borrower added on 05/07/12 > These funds will be used to pay off credit card debt I incurred during a personal situation. I don't have delinquent payments and work for a company which is very stable and requires my set of skills. My total debt includes credit cards, graduate student loans, and a mortgage for a condo I rent out.<br>",1
"  Borrower added on 11/10/10 > I plan on using the money to consolidate my bills to make it easier and to manage. I'm a good borrower because I have been able to make all my payments on time and it shows in my increasing credit rating.<br/>My monthly budget was factored into this loan, to make sure that I will be able to make my monthly payments on time.<br/>My job is vary stable. My previous job I worked at, I was there for 8 years. Two weeks after I started my new job, I was handed the keys and was given a raise. Everyone from the top down appreciates the hard work and long hours I put in, making the company my number 1 priority.<br/>",1
  565639 added on 10/30/09 > This loan is for my first marriage and to move in with my new wife. I have a very stable income and have been working at the company for over 9 years. I have a great monthly budget and after rent and bills still have $1800 left over. I pay my bills on time and only need the loan for planning the marriage.,14
"This loan will be used to fund expansion of my part time family trading business, which has been active for the past year. I am responsible with my credit, have a stable full time career, and will continue full time employment in addition to my part time business. Thank you for your support. This loan will be used for expansion of a part time family trading business which has been conducting activity for the past year. This business will continue to be operated in addition to my full time employment. I have excellent credit, a stable career and am responsible with my credit.  High level financials include -  Income: $10k - $16k per month for the first 6 months. Expenses: (Rented server space, debt service on this note, accounting fees, ect) $1,700 per month. There will be no salary taken from this business during the first few years of growth. Pre tax Net Income: $8,300 - $14,300 per month for the first 6 months with increasing projections there after. This business will be a part time trading business wholly owned by my family, focusing on e-commerce. This loan will be used to fund expansion of the business which has been conducting successful activity for the past year. I have not had a delinquency in the past 2 years, or ever, to the best of my knowledge. Mortgage(w/tax&insurance) $1697, Utilities Total $403 (TV/internet, electric, water, gas, garbage/sewer), Family car payments & insurance $887, Food $550. I have been planning this business and successfully implementing the strategy on a smaller scale it for just over 1 year. I have also recently earned a masters degree in a closely related field. Systematically paying off about $10k of old personal debt at a very good interest rate (0%).  To the best of my knowledge, there are no public records on my file. I verified this against a credit report pulled prior to submitting this loan request. I will take another look, and promptly dispute any negative, erroneous information. ",1
  Borrower added on 01/16/14 > We are looking to consolidate our debt in an effort to completely eliminate it and live debt free.  LendingClub appears to be the most efficient way to facilitate that goal.<br>,-1
  Borrower added on 03/03/14 > paying off high interest rate credit cards.<br>,3
  Borrower added on 01/09/13 > TO REDUCE MY MONTHLY PAYMENTS FOR MY CREDIT CARDS<br><br> Borrower added on 01/09/13 > TO REDUCE MY CREDIT CARD PAYMENTS<br>,-1
"  Borrower added on 01/11/12 > i have many different debts,,,,which have many different payments ...this will simplify to 1 smaller payment each month..i have paid off 3-5 yr loan in the past ..other then my car payment and rent ..this will b almost my only month payment<br><br>  Borrower added on 01/12/12 > i will b saving over 600.00 per month in payments...the 5 yrs is gonna end up being less time also, i have 401k where i work i can always fall back on..although my income has always been  more then sufficient,the monthly payment savings will be fantastic......<br>",-1
  Borrower added on 05/08/13 > We have excellent credit and are looking to consolidate our debt.  We have never missed or been late on any payments.<br>,-1
  Borrower added on 12/03/12 > For Debt Consolidation.<br>,2
  Borrower added on 06/13/13 > i just want to add it to what i have to be buying and selling cars and am very good at buying and selling and might even may the money back within short time.<br>i want to get extra money so i can keep buying and selling cars always from auction to friends<br>,-1
  Borrower added on 10/16/12 > Will use the funds to consolidate a couple credit cards and a small personal loan. I have a good credit history and make prompt payments and on time. I have a flexible monthly budget which will improve with this debt consolidation. I have a full time job and have been employed there for over 7 years<br>,1
"My uncle is currently battling a terminal condition, and I was made a beneficiary of his will. We are trying to sell his house, and frankly the stress of the entire situation is a lot for me to handle as this is my first experience as a beneficiary. I'd like to have the money now so I can stop dealing with all of the financial aspects of my uncle's death and actually spend time with him.  I am a private tutor, and as the school year approaches I will be able to create a flexible schedule that allows me to both sustain myself and maximize free time, and a loan for less than the amount of my inheritance would guarantee repayment and free me from these financial worries.",-1
  Borrower added on 02/06/14 > To pay off high interest credit cards<br>,3
  Borrower added on 12/30/13 > my loan is for debt consolidation.. i want to start 2014 with less debt and in only one pay . i am going to pay off all my credit cards. thanks for considering my loan.<br>,-1
"Medical expenses not covered, deductable not met this year.",5
  Borrower added on 10/11/11 > this funding is for a Boston whaler boat<br/>,24
  Borrower added on 11/05/12 > pay off credit cards<br>,3
"  Borrower added on 11/02/10 > I am planning on having a wedding some time next year.  The money will help me with purchasing an engagement ring, wedding ring and any additional costs that may arise for this occassion.<br/><br/>Thank you in advance for your support!<br/>",27
  Borrower added on 09/09/13 > Would like to finally get my life back from my credit card debt. Ready to be credit card debt free!!!! Thanks!!<br>,-1
  Borrower added on 12/29/12 > To pay off credit cards and do home improvements<br>,-1
  Borrower added on 01/10/14 > I used Lending Club in the past and was very happy.  I would like to use this process again.<br>,1
  Borrower added on 07/11/12 > Tell your story. What is your loan for?<br><br> Borrower added on 07/11/12 > Debt Consolidation.<br><br> Borrower added on 07/11/12 > My loan is to consolidate my cedit card to rid myself of the high rate. I will be able to pay off  five credit cards.<br>,0
  Borrower added on 05/14/13 > to consolidate high rate credit cards<br>,-1
  Borrower added on 01/21/14 > The primary purpose of this loan is to consolidate debt (and to never get in the same situation again).<br>,1
  Borrower added on 09/24/13 > This will be used to consolidate debt.  I have used lending club in the past and have a perfect payment history.<br>,1
"  Borrower added on 07/29/13 > Consolidate our various loans, Thank You!<br>",0
"  Borrower added on 01/23/11 > Thank you for asking. I will consolidate the following:<br/>Wells Fargo Visa @ 24% Balance $4,800.00 (will be closed)<br/>Cyprus Credit Union @ 16% Balance $4,600.00 (will be closed)<br/>BOA Visa @ 14% Balance $4,900.00 (mostly from Christmas)<br/>Thrift Savings @ 8% Balance $3000.00 Will be closed<br/>Student Loans @ 6% Balance $13000.00 - $3,000.00 to Loan<br/>Remainder for new flooring in our home.<br/>This will save us at least $1,000.00 per month in payments.<br/>Again, thank you for your consideration.<br/> Borrower added on 01/23/11 > Thank you for asking. I will consolidate the following:<br/>Wells Fargo Visa @ 24% Balance $4,800.00 (will be closed)<br/>Cyprus Credit Union @ 16% Balance $4,600.00 (will be closed)<br/>BOA Visa @ 14% Balance $4,900.00 (mostly from Christmas)<br/>Thrift Savings @ 8% Balance $3000.00 Will be closed<br/>Student Loans @ 6% Balance $13000.00 - $3,000.00 to Loan<br/>Remainder for new flooring in our home.<br/>This will save us at least $1,000.00 per month in payments.<br/>Again, thank you for your consideration.<br/> Borrower added on 01/23/11 > Thank you for asking. I will consolidate the following:<br/>Wells Fargo Visa @ 24% Balance $4,800.00 (will be closed)<br/>Cyprus Credit Union @ 16% Balance $4,600.00 (will be closed)<br/>BOA Visa @ 14% Balance $4,900.00 (mostly from Christmas)<br/>Thrift Savings @ 8% Balance $3000.00 Will be closed<br/>Student Loans @ 6% Balance $13000.00 - $3,000.00 to Loan<br/>Remainder for new flooring in our home.<br/>This will save us at least $1,000.00 per month in payments.<br/>Again, thank you all for your consideration.<br/> Borrower added on 01/25/11 > We are nearing the 50% mark today, this is incredible.  Thank you all so very much for your time, consideration, and help.<br/> Borrower added on 01/26/11 > My wife also recently completed a veterinary Tech course of study and we will soon be 2 income earners, very easy to manage.  Thank you all again.<br/>",-1
  Borrower added on 08/22/12 > Refinance my credit cards.<br><br> Borrower added on 08/22/12 > I would really just love the chance to pay off my credit cards with this loan and funnel all my money into this loan for repayment.<br>,-1
  Borrower added on 03/11/11 > i have a credit card with 0% apr for the first year and the one year is about to expire. they will charge me all of the back interest if its not paid off soon. i have good credit and a good job. i am looking for an alternative to credit cards. any one?<br/> Borrower added on 03/11/11 > i have a 0% apr credit card for the first year. the year is about to expire at witch point they will charge me back interest for the whole time. i will pay off the card with this loan. i have a 700 plus credit score i own my own home and i have a good job in oil refineries and power plants. i am in the laborers union local # 507 in long beach CA.<br/>,0
"  Borrower added on 09/12/12 > This loan will be used to pay off credit cards opened to start my small business (with higher interest rates), as well as used to continue my businesses growth (with advertising, Office space, etc.) I'm on the brink if taking my business to the next level and this loan will help tremendously!<br>",1
  Borrower added on 10/29/13 > i have several credit cards ranging from 14-20% that i want to pay off and have 1 convenient payment to make.<br>,-1
  Borrower added on 09/20/12 > loan consolidation and new roof.<br>,-1
  Borrower added on 02/08/14 > remodel my garage and deck to improve the value of my home<br>,25
  Borrower added on 09/14/13 > Loan is for debt consolidation purposes.<br>,1
  Borrower added on 05/31/12 > I will be using this money to consolidate my debt so I do not continue paying a hign interest rate on my card. The current APR I am paying is around 24% which is really high so I would rather pay off the debt now so i do not keep paying a 24% interest rate on my card.<br>,-1
  Borrower added on 03/09/14 > I have quite a bit of C.C. debt.  It is dispersed over several cards.  A good bit was for home improvement and about two thousand was for medical bills for my family.  None of my accounts are past due and I have never been late.  I just want to get rid of all the C.C. debt. Thank you .<br><br>  Borrower added on 03/10/14 > I have been at the same job for over 8 years and my job is very secure.<br><br>  Borrower added on 03/12/14 > This loan would allow me to erase all revolving debt and lower my monthly payments by several hundred dollars.<br>,-1
  Borrower added on 01/31/14 > PAY PROPERTY TAXES AND GET NEW WASHER<br>,-1
  Borrower added on 03/15/12 > I'm starting a mobile food business in my area and I'm intending to use the money to help finance a new concession trailer.  My location is a very high traffic area and a tourist destination that offers little competition. The mobile food concession industry is a very lucrative opportunity.<br>,8
"  Borrower added on 10/02/12 > I have two old debts with high interst that I would like to pay off.<br>1. Beneficial HSBC at 34.5%  $267 monthly  $7200 Balance<br>2. Haynes Furniture at 27.5% $100 monthly  $1600 Balance<br><br>Current on all bills and debts, Second loan with Lending Club!<br>",-1
"  Borrower added on 02/15/13 > This is for a debt consolidation.  As it seems to be the case now adays, just when your about to be free and clear, something always happens.  But who ever thought it would wind up being braces for your daughter and your car blowing up.  So to just get a couple other bills paid off is a blessing.<br>",-1
  Borrower added on 01/26/14 > Consolidation<br>,2
  Borrower added on 12/31/13 > To Consolidate existing debt into one payment to increase monthly cash flow and set a finite date for financial freedom.<br>,4
"  Borrower added on 08/03/12 > Trying to give the woman of my dreams, her dream.<br><br>  Borrower added on 08/06/12 > Loan will help pay for a portion of our wedding and help pay down some credit cards that we have with high interest.<br>",6
  Borrower added on 05/02/12 > There is a blessing in it for you by choosing this one!<br>,15
  Borrower added on 05/01/13 > pay off credit cards<br>,3
  Borrower added on 03/30/13 > I want to eliminate high interest unsecured debt while paying off balances sooner.<br>,-1
"  Borrower added on 08/20/12 > Loan is for upgrading flooring for kitchen and dining room.  Also enclosing a patio and replacing garage door from heavy wood to more modern roll up.  Have excellent payment history.<br><br>  Borrower added on 08/20/12 > Want to add that I have been in my home 10 yrs and made improvements within first 6mo of move in.  Now, rather than fix up and sell, would like to get some needed upgrades even if I have to pay over the next 3 yrs for them.  Stable job, tech industry. Very stable payment history.<br>",-1
  Borrower added on 09/05/11 > I will use the funds from this consolidation loan to pay off the final  years of two existing loans as well as reducing some credit card dept. This will reduce my monthly payments by over $1000.00 My payment for this loan will be $580.00 if fully funded. Thank you for your consideration in funding this loan.<br/>,-1
  Borrower added on 10/17/12 > Home improvement for better future.<br>,11
"Looking to finance a $6000 used motorcycle from either a used dealer or a person posting on craigs list. Last Fico score was on April 1, 2009 with a score of 744 with Equifax. I have a 10 year credit history.",1
"  Borrower added on 07/27/10 > I will be using the funds to put a new roof on my house. In the last five years or more, I have never had a late payment on my existing loans (mortgage, car &amp; credit card). I have a very stable job that I have been with for almost two years. In this time I have received a promotion and a merit raise.<br/>",-1
  Borrower added on 02/06/13 > The purpose of this loan is to refinance a car loan with a high APR/monthly payment and to refinance some credit card debt.<br>,1
  Borrower added on 11/23/11 > I understand the importance of paying bills on time and my good credit is indicitive of that<br>,-1
  Borrower added on 11/13/13 > My loan is to minimizes the bills that I have.<br>,0
  Borrower added on 12/05/13 > I want to consolidate and pay off my credit cards. Thanks.<br>,-1
" We have found a boat for sale by owner that is ready to go home today, and the owners have already received other offers. My husband and I do not have the funds at hand to make this purchase in it's entirety today, but will easily be able to pay off this loan if given to me. We recently spent our savings on home improvements and have not yet saved up all the cash that is needed for this purchase. My husband has owned our current home for four years and makes the mortgage payments on his own every month plus principal. I have a full time job where I take home almost $30,000 after bonuses, and I have no current loans in my name other than credit, and have a 2003 Jeep Liberty that I own that is completely paid off. I also own my own company doing table and chair linens for special events which has provided me with a second source of income when needed. We have been looking for a long time for a deal like this and are not sure how long it is going to be available to us. We are taking our first family vacation with our two year old son in a month to his grandparents mountain house and would love to take this boat with us, not to mention that this would be a great way for me to better establish my credit.  Please help. You will not regret it. ",24
  Borrower added on 08/30/12 > I would like to pay off my high interest credit card.<br><br> Borrower added on 08/30/12 > I'd like to pay off my high interest credit card to save money on interest.<br>,0
  Borrower added on 05/04/13 > This loan will be to pay off 4 out of 5 of our current credit cards.  We will then CANCEL all but 1 for emergencies.<br>,-1
  Borrower added on 11/07/12 > Planning for Kids room improvement and buying furniture for home<br>,-1
  Borrower added on 05/04/10 > Thank you in advance for reading. I am looking for a loan to pay off higher interest rate credit cards and also to pay the IRS of some unexpected back taxes due from 2008. I am a good borrower because I take my credit very seriously and have always made every payment on time. I have a stable work history and my income is verifiable. Thanks again!<br/>,1
"  Borrower added on 02/24/11 > I'm currently a manager working for Whole Foods Market. I've been with the company for 2 years now and plan on continuing my career there for many years to come. I have been looking to get a loan to help me pay off my debt for years and recently heard about Lending Club. I plan on using this loan to pay off all of my high-interest accounts that seem to never be going away. I have not been late on ANY payments on ANY of my credit/loan accounts for the last 2 years. I have not used ANY of my credit cards for more than 3 years. I really just want to be out of debt as fast as possible. I pay rent $800.00, car insurance $140.00, my phone bill $150.00 and don't pay utilities where I currently live. I bring in approximately $3000.00 a month currently which means i have plenty of money to make the payments necessary to pay off this loan. I believe that I would make a GREAT borrower because I make plenty of money to cover the payments, have great history paying all of my credit/loan payments and I want to be out of debt by the time I'm 28 (3 years) so I can start a family without having any financial issues.<br/>",1
"  Borrower added on 01/15/13 > The plan is to pay off high interest credit cards. My Job is stable, been with the company almost 8 years and have made top performer all 8. My monthly budget is well under control. I'd like to beat my current interest rates.<br>",-1
"  Borrower added on 06/22/13 > Last year I took out a loan of 18,000 through Lending Club.  I have made all payments on time and am simply refinancing now that my credit has improved and I an eligible for a much better rate.<br>",1
"  Borrower added on 01/17/12 > I have a couple credit cards with high rates, another lending club loan that is around 65 percent paid off that I will be rolling under this one, in order to keep one monthly payment that is affordable with the benefit of a lower rate. I have never missed a payment and have a very stable career.<br>",-1
"  Borrower added on 11/02/10 > Loan is for startup costs with new business. We are starting a wholesale (primary) and retail sale clothing business, beginning with designer tee shirts. Loan is to pay for blanks, printing costs, website and marketing over the next 5 months, after which we intend to be generating revenue. LLC is established, Tax ID obtained and Seller's Permit (resale #) obtained.<br/> Borrower added on 11/03/10 > What makes me a good borrower is evidenced by my excellent FICO score and the fact that I have never missed a payment on anything, ever!  I repay my debts.  This business is my wife's and my dream but I also have a stable, six figure job just past 5 years running with the same company.<br/>",1
