desc,label,bert_risk_score
  Borrower added on 01/07/14 > I would like to consolidate my bills and pay off outstanding debt to protect my credit rating.  Thank you for this amazing opportunity.<br>,1,0.34304705
  Borrower added on 01/21/13 > i have a great paying job and now i want to get out of debit. the high interest rates i have now on credit cars and on two student loans will take a while to pay off. plan is be debit free in 5 years with this loan it can happen in less time. thanks. oh and i havent ever been late on any payment.<br>,0,0.34159636
"  Borrower added on 02/28/13 > I came across a rare chance to buy a home from an estate at 64% of value.  I sold my home last year to take advantage of the hot real estate market in DC and I will use the proceeds from the sale of my home, funding from this loan and the remainder from my 401k to take advantage of this opportunity.<br>",0,0.3416646
  Borrower added on 04/16/13 > We are replacing an above ground pool with an in ground pool.  Too many nieces and nephews and grandchildren for an above ground pool without it collapsing...haha.<br>,0,0.3424814
"  Borrower added on 08/20/12 > Paying down the credit card from vacation and need to repair the sprinkler system, roof, and carpet inside the house.<br>",0,0.34307986
  Borrower added on 07/01/13 > This loan is for re-payment of high interest rate credit cards.<br>,0,0.3435838
  Borrower added on 05/28/13 > i  need  to  pay  off  creditcard<br><br> Borrower added on 05/28/13 > to  pay  offacreditcard  andotherbills<br>,1,0.3427719
  Borrower added on 03/03/12 > I have 4 credit cards. I owe 9300.00 / 9700.00 / 4000.00 / 1700.00 they all have an interest rate of about 17%. I want to consolidate into one payment. I've never been late but only making the minimum payment<br><br> Borrower added on 03/03/12 > my mortage is 1400 /month. Again I have NEVER been late on a payment. I simply just want to combine 4 credit card payments into one payment<br><br> Borrower added on 03/03/12 > I have no student loans or lines of credit other than the 4 credit cards that I am wanting to consolidate here<br>,1,0.34090617
  Borrower added on 10/01/13 > Credit card pay off<br>,0,0.34446108
  Borrower added on 10/14/13 > debt consolidation<br>,0,0.3448488
  Borrower added on 02/06/14 > I live in a community where we snowmobile to our home 5 months out of the year and need to purchase a newer used snowmobile.<br>,0,0.3431422
  Borrower added on 06/02/10 > I plan to use the money to purchase a Motorcycle that will be used for shows and weekend rides. I have worked for the same company now for 14 years and my job is very stable.<br/> Borrower added on 06/03/10 > I was hoping to be able to pick the motorcycle up early next week is there any other information I can supply to speed up the process. Thanks.<br/>,0,0.341617
  Borrower added on 09/26/12 > I want to consolidate my credit cards so I won't miss a payment and have everything all together.<br>,0,0.3432362
  Borrower added on 12/29/13 > consolidate bills to minimize monthly payments<br>,1,0.34420693
  Borrower added on 05/03/12 > I'm trying to pay off my debt faster and to have one bill instead of three makes that easier and more effective. U are more able to get the principal balance down faster.<br>,0,0.34242722
"  Borrower added on 01/16/14 > Having this loan, 100% funded, would be a blessing. This loan would consolidate my DEBT. Having to pay one bill and knowing that their is an end date, is so awesome. What a great way to begin the New Year on the right financial path of being DEBT FREE.<br>",0,0.34181085
  Borrower added on 05/01/13 > The loan is to surprise an individual coming home from an overseas location with a renovated home containing needed improvements<br>,1,0.34327036
  Borrower added on 05/20/13 > Refinance credit card debt into 1 manageable monthly payment with a lower interest rate<br>,0,0.3435065
"  Borrower added on 06/18/13 > I am using this loan for debt consolidation, this will help me pay my credit cards faster.<br>",1,0.34334487
  Borrower added on 06/09/12 > This loan is mainly to pay off high rate credit card debt.  I always make my payments on time and never late with payments.  I've accumulated these credit card debt due to some bad stock investment the past few years that prevented me from paying them off.<br><br> Borrower added on 06/10/12 > I have no problem keeping up with more than the minimum payments.  Its these ridiculous interest that the banks make is crazy and annoys me.  I rather have  Lending club members make the money than these banks.<br>,0,0.3410906
"  Borrower added on 06/13/13 > After spending three years in the city, I've decided I want to live in a safer, more affluent neighborhood in the suburbs. I don't have enough savings to cover a security deposit and moving costs so I'm looking for a small loan to cover those and help facilitate the move. Your help is appreciated.<br>",0,0.34172642
  Borrower added on 12/12/12 > Goal is to be debt free by 2014!<br>,1,0.34405658
"  Borrower added on 03/17/14 > Looking to manage all of my bills into one monthly payment.  Nothing worse than having to spend a morning shuffling through bills, sending a payment here and there.  I would rather spend it hiking or swimming.  Thanks!<br>",0,0.34236202
  Borrower added on 08/13/13 > I am requesting funds to consolidate debt in an effort to reduce my monthly payment and to have a specific date when I know my debt will be paid off.<br>,0,0.34274754
  Borrower added on 02/03/14 > Paying down all debt. One payment that I cam pay off in three years and be debt free<br>,1,0.34325752
  Borrower added on 02/24/14 > pay off credit cards  and get new tires<br>,1,0.34405902
  Borrower added on 10/07/11 > By consolidation my credit card debt (even at 18.25%) it is bringing down my monthly cash output towards debt; which also decreases the amount of interest I will pay spread across multiple cards.<br/>,0,0.34232214
  Borrower added on 12/14/12 > NEED TO CONSOLIDATE DEBT OVER 36 MOS AT A REASONABLE RATE.  I HAVE ALWAYS HAD GOOD CREDIT.<br>,0,0.34318912
  Borrower added on 08/08/11 > I have never missed a payment on any of my debt obligations.<br/>null,0,0.34365675
  Borrower added on 06/26/12 > I just want to get all my credit cards accounts on one lump sum and have one payment and not get hit hard with interest on these cards. I just want to be done with these credit cards and have a worry free life in 3 years.<br><br> Borrower added on 06/26/12 > I have a good paying job and paid off 2 cards already but interest on these credit cards are killing me. I just want one payment and be done with it in 3 years<br><br>  Borrower added on 06/26/12 > Im hoping to have one payment and have this loan paid off under the 3 years giving to me<br><br>  Borrower added on 06/29/12 > I just want to life a worry free life and be debt free ..I hope to have this loan paid off sooner than it says.<br>,0,0.34069458
  Borrower added on 01/01/11 > DEBT CONSOLIDATION<br/>,0,0.34477684
  Borrower added on 06/30/13 > My loan is for credit card consolidation. I am able to make payments each month; however the payments are spread out over several credit cards. With interest charges at variable rates for each account it is challenging. I would like to pay them off quicker and at one set rate. Thank you.<br>,0,0.34190804
"  Borrower added on 09/14/11 > I have crunched all my monthly expenses using different borrowing and/or payment options in order to come up with a final one that my family can live with while getting myself out of CC debt. The lending club, if my loan gets funded, is the best practical, financial plan that will take me 6 years, (planning on less), to get out of the credit card debt.<br/>null",1,0.3415001
"  Borrower added on 08/28/12 > loan will help me do some things that i need to do like fix my roof,some bad spots in the floor and maybe ill have a better quality of life<br>",0,0.34269947
"  Borrower added on 05/31/11 > All unsecured debt will be consolidated into one bill.  All cards will be slowly closed to improve credit score.<br/><br/>Debt includes home improvements, credit cards and old college debt.<br/> Borrower added on 06/02/11 > Please let me know if there is anything I can provide to help your decision.<br/> Borrower added on 06/06/11 > I have a very stable job with the federal government and intend to pay back on time with automatic payments.<br/> Borrower added on 06/06/11 > I am a good borrower because I pay my bills on time.<br/>",0,0.34098932
  Borrower added on 03/18/14 > Pay off credit cards so I will only have 1 bill<br>,0,0.34381273
  Borrower added on 12/01/12 > I am starting a wood pellet mill in North carolina. There has been preliminary approval for a steam generated electrical plant in my area and they will rely on wood pellets to generate the needed electricity. I need to be able to obtain my equipment to meet the demand of the plant.<br>,1,0.34192994
"I am trying to pay off my credit card debt with a consolidation loan. However, I do not have anything to use for collateral. ",0,0.3436353
  Borrower added on 06/26/13 > I already have a loan with Lending Club and the payoff is about $18K. I wish to pay that off and includes some revolving credit in one payment. Then I can tear up the credit cards.<br>,0,0.34235668
  Borrower added on 07/30/13 > My loan is needed to help consolidate a few separate credit card balances.  The amounts are fairly separated into 3 accounts with 1 smaller account.  The numerous due dates are not all closely set.  I'd like to target my debt balances and successfully eliminate them.<br>,1,0.3419288
"  Borrower added on 10/03/12 > Would like to pay higher interest rate credit cards, and loans.<br>",0,0.34378195
  Borrower added on 10/12/12 > TO HELP WITH THE MOVING COSTS.<br>,0,0.3441582
  Borrower added on 03/27/13 > I have financed home imporvements with Home Depot CC and other sources. I would like to consolidate those into a term loan rather than carry them on a credit card.<br>,0,0.34257838
  Borrower added on 01/30/12 > I'm going to Seattle to visit my best friends (and their young children) who just moved there in October!  They are like family and I miss them dearly.<br>,0,0.34271997
 I need to move my furniture from Atlanta to Los Angeles.,1,0.33014908
"  Borrower added on 11/05/13 > I want to pay off several credit cards with a high interest rate that I've used,<br>in the past couple of years. and they were used for the home improvement,<br>and for our kids clothing and needs.<br>",1,0.34220767
"  Borrower added on 01/02/14 > This loan is mainly to consolidate higher interest credit card and other department store card, and also the ease of payment management. At the same time also improve credit score paying off revolving debt before planning to acquire a new car with better car loan financing offer.<br>",1,0.34212604
  Borrower added on 08/21/12 > Loan Consolidation<br>,0,0.34485298
  Borrower added on 01/11/13 > This loan is to consolidate some personal debt and pay taxes.<br>,0,0.34376255
  Borrower added on 07/06/10 > Recently single Mother of 2 committed to setting a good example by getting out of the debt circle once and for all by paying off credit cards and lowering interst rates.<br/>,1,0.3425943
"  Borrower added on 04/21/13 > Current debt is just under $18000 and is spread across 3 different accounts.  This consolidation loan would allow me to pay off my debt faster, with fewer payments each month, and at a lower APR.  I had a previous loan with Lending Club and made all of my payments on time. Thank you.<br>",1,0.34171128
  Borrower added on 01/30/13 > Consolidating debt and thought I'd try out paying interest to individual investors instead of banks.<br>,0,0.34317815
"  Borrower added on 02/02/12 > I would like to use the fund to payoff my credit card and other bills. I have a very stable job, and I have been working with the same company for over 10 years. I will definitely be making the monthly payment on time.<br>",0,0.3422293
  Borrower added on 11/28/12 > pay credid cars<br>,1,0.34448457
"  Borrower added on 10/24/11 > Am currently using personal funds to start my business.  $ expensed so far has been for professional services in setting up virtual biz cards, social media website and business planning.  I have also retained the Tax Club for their professional tax assistance.  I have &quot;never&quot; defaulted on a loan and don't intend to do so now!<br/>",0,0.3416963
"  Borrower added on 01/06/11 > Loan will be used to pay off two credit cards. One will be closed. Only remaining debts will be home, car and this small loan.<br/>",0,0.34288216
 559525 added on 10/19/09 > Personal loan to consolidate debt 559525 added on 10/20/09 > I need to consolidate debt from credit cards and medical bills from my stroke last year--lots of rehab and more rehab to come.,0,0.34242967
"  Borrower added on 11/05/10 > we are very stable people , this is a great investment.... we want to pay our credit card debt off in 5 years rather then forever....we have great credit and have every intention of making our monthly payments... my job is very stable, work offshore fr more than 20 years....... thanks<br/>",0,0.3415786
  Borrower added on 01/29/14 > I am requesting this loan in order to consolidate my debts and have only one payment a month to make.<br>,0,0.34318554
  Borrower added on 08/02/10 > pay for new transmission in Jeep<br/> Borrower added on 08/02/10 > I have been at my job for 5 years and 5 months.<br/>,0,0.34285063
"  Borrower added on 10/01/11 > My monthly expenses are as follows:<br/>monthly mortgage payment: $575<br/>monthly utilities: approximately $280<br/>Insurance (bi-annual): $300<br/>taxes (yearly): $4550<br/>I have no car payments.  All the vehicles are paid in full.<br/> Borrower added on 10/02/11 > The funds I have requested will aid in the development of a new family business; a street rod shop.  Our business is dedicated to restoring vintage cars, customizing street rods and race car construction.  We are committed to providing a full range of service options to our customers, including; paint and body work, engine and transmission rebuilding and chassis fabrication. An automotive enthusiast is passion driven, thus, the custom and performance automotive industry remains profitable, despite fluctuations in the economy.  <br/>	Currently, we have seven substantial projects scheduled.  Due to our sudden growth we feel it is time to move our business to the next level.  We are in need of equipment upgrades, a larger space, and we are ready to begin advertising nationwide. Our long term goal is to continue expansion, which would be a positive contribution to our community and it would provide local employment opportunities.<br/>",1,0.3405832
  Borrower added on 02/11/10 > I am looking to refinance some Credit Card debt which is being charged at approximately 17% APY.<br/>,0,0.3430892
"  Borrower added on 03/03/11 > I am trying to consolidate credit card debt to eventually NEVER have a credit card again. Learning a lesson the hard way. I'm never late on payments, never filed bankruptcy, and have always paid my rent or house payment on time.<br/> Borrower added on 03/05/11 > Since the credit card companies have been allowed to up the interest rate, it has made paying off credit cards difficult.  When a good customer has a percentage rate of 4% then all of a sudden the rate jumps to 15.99% just because it can, there is something wrong with the system.<br/>",1,0.34089303
"  Borrower added on 02/23/10 > I'd like to use this loan to pay off a high interest credit card.  I am a responsible person who got into debt because of a business that failed - things were running great for about 3 years and then when the economy went poof, so did my business.<br/>",0,0.3419641
  Borrower added on 08/20/12 > Consolidate some of my debt into a new single loan<br>,0,0.34384513
  Borrower added on 07/18/12 > I'm consolidating my credit card debt.  I had some unexpected expenses that came up after I transitioned out of the Military.<br>,1,0.34283763
"  Borrower added on 12/29/11 > We are looking to launch our project in January. We have everything in place just need the seed money to secure the rainder of the funding. Please help in anyway possible.<br><br> Borrower added on 12/29/11 > We are in the starting stages of opening a 7 screen Movie Theater. We have financing in place, just need seed money for closing costs and downpayment.<br><br>  Borrower added on 12/30/11 > I would like to correct the spelling error in the prevs post. Remainder not rainder of the funding.<br><br> Borrower added on 12/30/11 > I would like to correct the spelling error in the prevs post. Remainder not rainder of the funding.<br><br>  Borrower added on 01/01/12 > Thank you everyone, I hope you had a happy New Year.<br><br>  Borrower added on 01/02/12 > Again, thank you to everyone who has invested so far. We are excited about starting this company and you are becoming a huge part of making it happen.<br><br>  Borrower added on 01/04/12 > Had a meeting with the SBA Lender today. If we can raise the funds, we are set to start the SBA Loan process.<br>",1,0.34054652
"  Borrower added on 03/03/14 > pay off 3 credit cards, use some for house roof.<br>",1,0.34383395
  Borrower added on 11/22/12 > To just catch up on life's little surprise before the first of the year then after the first I'm going to trying and repay the loan amount!<br><br> Borrower added on 11/23/12 > By getting this loan I will be able to consolidat my debt into one sump it will save me 360.00 a month in bill payment also 16% interest saved overall!<br><br> Borrower added on 11/23/12 > I plan on using the money to consolidate my debt into one payment and save myself outgoing debt each month plus interest! I have work at my job for 9 years and January will be my 10th year...<br><br> Borrower added on 11/24/12 > By helping me I will be able to consolidate my debt!<br>,1,0.34076095
"  Borrower added on 01/28/13 > I am an ambitious person who is excited to be debt free, and in an effort to accelerate that process, I am consolidating my debt. I have worked in my industry for 5 years, and have consistently received annual promotions, and pay increases due to my strong performance. Thank-you for helping me!<br>",0,0.3414102
  Borrower added on 09/19/13 > Loan will be used to payoff revolving debt.<br>,0,0.3439224
  Borrower added on 03/05/12 > paying off Christmas debt<br>,0,0.34459382
  Borrower added on 01/13/14 > I want to pay off old bills to start the new year on a clean slate.<br>,0,0.3434447
"  Borrower added on 12/06/12 > Repair/replace bathroom floor from a slow leak in a pipe, repair electrical in 2 rooms, replace front and back door.<br>",0,0.34304807
  Borrower added on 09/25/13 > credit card loan.<br>,0,0.34440792
"  Borrower added on 07/10/12 > I would like to pay off high credit card debt in 3 years using this loan with a payment of $342 rather than paying over $500 a month and not paying off for over 10 years.  I was doing really well paying off until my wedding last year, want to get rid of asap.  Thanks.<br><br> Borrower added on 07/10/12 > Would like to consolidate my credit cards.  By receiving funding here I could pay off credit cards in 3 years, otherwise will take me 10-15 years.  Would love to get funds and pay them off and cancel the credit cards so I wouldn't use them again.  Thanks.<br><br> Borrower added on 07/10/12 > To pay off all credit card debt in 3 years instead of 10+ years.  Will also be nice to make one payment a month instead of 10.<br>",0,0.34066114
"  Borrower added on 08/21/13 > Over the past year my wife has been very sick. Three surgerys later she is now recovering and doing well. When she was sick, I over used our credit cards to pay for things to help keep her comfortable. The money will be used to pay down the ones with the high interest.<br>",0,0.34197825
  Borrower added on 09/12/12 > We would love to consolidate our bills.<br>,0,0.34413686
  Borrower added on 01/29/13 > I would really like to get the high interest credit cards back to 0 balance.  This loan would allow me to do this.  I would appreciate your help!!<br>,0,0.34261635
"  Borrower added on 01/11/12 > i have many different debts,,,,which have many different payments ...this will simplify to 1 smaller payment each month..i have paid off 3-5 yr loan in the past ..other then my car payment and rent ..this will b almost my only month payment<br><br>  Borrower added on 01/12/12 > i will b saving over 600.00 per month in payments...the 5 yrs is gonna end up being less time also, i have 401k where i work i can always fall back on..although my income has always been  more then sufficient,the monthly payment savings will be fantastic......<br>",0,0.34081075
"  Borrower added on 12/17/13 > A struggling parent trying everything I could to survive,and help my family in any kind of way.<br>",1,0.3434944
  Borrower added on 01/29/13 > I'm using this loan to pay off bills.<br>,0,0.34382066
  Borrower added on 03/13/14 > Consolidation of credit card debt<br>,0,0.34424976
  Borrower added on 10/15/13 > I want to pay off my high interest credit card debt<br>,1,0.34388506
  Borrower added on 10/30/13 > Consolidate my loans and pay off entire balance within 36mo loan period.<br>,1,0.34353983
"  Borrower added on 09/30/12 > I would like to get my my monthly payments consolidated into one payment, so I could save money.  I have a very secure 40 hr a week plus job. The product that I make is in high demand. I pay all my bills on time and I am very responsible. My monthly bills add up to 2,200.00.<br>",1,0.34169903
  Borrower added on 10/22/13 > Wanting to pay off cc cards and personal loan and only have one payment..<br>,1,0.34359753
  Borrower added on 02/06/13 > Full time job<br>Always pay on time<br>,0,0.34407037
  Borrower added on 12/29/13 > I am partial owner of my current house and am doing upgrades for investment purposes.  This lower rate will consolidate 2 high rate cards and leave me approx. $75 extra a month<br><br>  Borrower added on 12/30/13 > This will consolidate 2 loans (not cards) that are at higher rates<br>,0,0.3417308
  Borrower added on 02/24/12 > I just want to express my gratitude towards those of you who have willingly help someone of whom you do not know. Finding out this week that my car was stolen &amp; totaled has been very rough on me. You all have given me hope that there is still good in this world &amp; for this I cannot thank you enough!<br>,1,0.34159204
  Borrower added on 09/16/13 > Consolidate high interest credit cards into one loan with one payment.<br>,1,0.34372535
  Borrower added on 03/14/14 > Pay off credit cards<br>,0,0.3443844
"Looking to finance a $6000 used motorcycle from either a used dealer or a person posting on craigs list. Last Fico score was on April 1, 2009 with a score of 744 with Equifax. I have a 10 year credit history.",0,0.34255728
  Borrower added on 02/05/14 > Due to medical bills changing job setting up home and relocation costs  I have been over stretched and my own bank based in Ohio wouldn't give me the loan as I am out of state  now<br>,0,0.34250197
"Purpose of loan:  This loan will fund the expansion of my side consulting business.  I am a successful software engineer with 10 years experience, 5 in a big corporation, 5 as a consultant.  I have a full time consulting position but I run an additional side consulting business in a different market and therefore do not compete with my employer.  This loan will pay for lead generation and conversion, marketing materials, and escrow for subcontractors.  After many months of research and study I have determined the best ways to scale my side consulting business using less of my time and efforts.  I will expand through referral systems, passive income products such as information products and software components, and outsourcing development to qualified teams in India, Russia, etc.  My financial situation:  Don't be alarmed by my high revolving balances.  It is essentially a wash.  Whenever I receive a 0% introductory rate on a credit line, I take the money and write out-of-the-money uncovered puts at 30% equity in my brokerage account.  When the introductory rate is close to expiration, I pay the credit line back.  Unlike this loan, the good rates typically only last 6 months.  I have strong character and uphold all my obligations.  I have never missed a payment in my life. This includes the 18 month period when I had a parent near death with cancer surgeries, had my first child with my wife after being cheated out of health insurance ($50,000 loss there even though we're all perfectly healthy and had a perfect delivery), moved from one state to another, and sold two houses (I owned a rental property).  I am an outstanding investment and you can't go wrong here! ",0,0.34058407
  Borrower added on 06/28/13 > To pay off bills<br>,1,0.3444981
"  Borrower added on 07/27/10 > I am  good borrower because i pay my bills on time.I've never been late on any payments.There are no  negative marks on my credit history.<br/> Borrower added on 07/27/10 > I bring home 1150.00 every two weeks after taxes.my monthly bills total approximately 700.My job covers all of my living expenses;rent,food utilities etc.After i pay my monthly bills i help my parents pay some of their bills cause my father is very ill,but they are getting caught up now.<br/>",0,0.34113562
  Borrower added on 08/25/13 > Spent some time being irresponsible with credits cards a few years back. I have successfully paid off two cards but the interest is killing me on the others.<br>,0,0.34256867
  Borrower added on 03/13/12 > I want to eliminate my debt completely and end up with low monthly payment which still allows me to live comfortably. Never missed a payment. With remaining $3.5k of loan I will start an emergency fund and extra cash/month will allow me to increase it. Thank you for your help. You know who you are!<br>,0,0.34173462
  Borrower added on 11/02/12 > This loan is a debt consolidation loan.  There are two debts I want to consolidate with highter interest rates and higher APR's to save money.  I have a flawless payment history.<br>,1,0.3424666
"  Borrower added on 01/28/13 > Never been late with payments, looking to make over payment and set up direct payment to ensure I am always on time.<br>",0,0.34298736
"588615 added on 12/09/09 > $15,000 will go to pay off accrued wedding credit card charges. $10,000 remainder will go to pay off balances due to wedding vendors.<br/> 588615 added on 12/09/09 > Fiance earns approximately $80,000/yr.<br/> 588615 added on 12/12/09 > Loan request was originally cancelled as per my request. I have chosen to relist application.<br/> 588615 added on 12/12/09 > Wedding is in May and all balances are current.<br/> 588615 added on 12/13/09 > My fiance and I both work at a hospital in the NY/NJ area and our jobs are secure. She is a respiratory therapist and I work in the IT department.<br/> 588615 added on 12/15/09 > Thank you to all who have invested so far and to those who may in the future. Happy Holidays!<br/>",0,0.34063804
"  Borrower added on 12/16/11 > I'm trying to build up my credit history. I live with my brother and have no car payment or credit cards. I am in community college and work full time. Im going to use the money to make some repairs around the house and get some maintenance done on my car.<br><br>  Borrower added on 12/20/11 > $1000 down only $4375 to go. Thanks to everyone that invested so far, looking forward to surprising my brother with the fixes around the house.<br>",1,0.34127596
  Borrower added on 11/26/12 > plumbing emergency<br><br>  Borrower added on 11/27/12 > I truly believe in keeping my credit in good standing an I am never late on  bill.....I promise I wont let whomever invests in me down.....My credit report is my validation...thank you<br>,0,0.34172833
"  Borrower added on 11/15/12 > In 2008 Chase decided to cut my line from $20,000 to the balance in my account due to the &quot;bad economy&quot; So it looked like I maxed out my CCs when I didnt. AMEX &amp; BOA did the same. They keep raising APRs, went from 7%, 12%, 22% and finally 20.99% average I want to pay this off and forget about CCs!!<br><br>  Borrower added on 11/15/12 > I have excellent credit, I NEVER miss a payment and have a stable job with the federal government. I'm not going broke here, but DO want to pay these off rather than keep paying these extremely high and capricious APRs<br>",0,0.3406833
Financially stable couple investing in real estate with other family members. Thank you.,0,0.34485587
  Borrower added on 07/29/13 > debt consolidation. ran up bills during recession and illness. back to work. health has improved.<br>,1,0.34349474
 I would like a loan to pay off my credit cards to and to save money with a lower interest rate.,0,0.34389678
  Borrower added on 09/11/13 > I want the loan to consolidate all of my debt.<br>,1,0.343956
  Borrower added on 10/17/13 > Credit Card consolidation<br>,0,0.34449995
"  Borrower added on 02/27/13 > I will be using this loan to consolidate debt. By receiving this loan I will be able to pay-off $25,000 in debt which will save me in excess of $750/month. I have never been late on a payment, and all my accounts have been handled as agreed.<br><br>  Borrower added on 02/28/13 > In addition, the extra $750/month will be used to pay-off my remaining debt.<br>",0,0.34123215
"  Borrower added on 03/17/13 > Debt consolidation -- sold house at a loss and needed ST funds in order to close sale and payoff mortgage, or risked losing buyer.<br>",0,0.34294397
  Borrower added on 05/19/11 > Recent graduate with a Master's degree. Working at current job for 9 years. Money will be used to consolidate and eliminate debt.<br/> Borrower added on 05/19/11 > Recent graduate student with Master's Degree in Public Health. Worked at current job for 9 years. Loan will be used to consolidate and eliminate debt.<br/>,0,0.34167984
"  Borrower added on 07/22/12 > TO PURCHASE A EXCAVATOR FOR MY GOLD MINING  BUSINESS I STARTED IN JANUARY,2012 IN SOUTH AMERICA<br>",0,0.34326276
  Borrower added on 11/13/13 > We want to pay off our credit cards and become debt free.  We think a loan is a great way to do this as it is a true payment and not just a &quot;pay down&quot;.<br>,0,0.3422129
  Borrower added on 11/02/12 > This is to pay off 2 car loans and reduce my montly outflow payments!  Yay!  I thank you for your great service and appreciate any help!<br>,1,0.342731
  Borrower added on 07/22/13 > This loan will help me pay down 4 of my high balance credit cards.  I'm current in paying my debts on time and will continue to do so with this loan.<br>,0,0.34264898
  Borrower added on 01/30/12 > I want this to improve my cash flow and eliminate my debt in a faster and more efficient way.<br><br>  Borrower added on 01/31/12 > I have a very stable job that I have had for seven year. I always pay my bills on time. I want to improve my cashflow by combining my high intrest credit cards into a lower rate loan. I will be able to pay less per month and be out of debt faster.<br>,0,0.3412657
  Borrower added on 10/04/12 > I'm Looking for total debit consolidation. Trying to bring everything to one simple payment.  thank you<br>,0,0.34328187
  Borrower added on 12/28/10 > I wanted this loan to spend time with my daughter since she has returned from Iraq.  I have been with my job for 12 years and need to have these funds as soon as possible.  I use my bill payer to pay my bills on time and will add this loan to it.  I will pay off this loan ahead of time by making larger than minimum payments.<br/>,1,0.34168416
  Borrower added on 05/16/12 > We recently added an above ground 15 ft x 30 ft pool to our house and are now in the process of adding a walk around deck and patio to highlight the pool as an addition to the house. The pool is not financed but we are looking to finance the additions to the pool area.<br>,0,0.34169278
"  Borrower added on 07/26/12 > My loan is for credit card consolidation, I need one easy monthly payment, not five... it's drowning me.<br><br>  Borrower added on 07/30/12 > I appreciate the idea of lenders being able to support and help in such poor financial situations. I am truly grateful for the opportunity receive such assistance when in a bind.  My loan is for credit card consolidation, I need one easy monthly payment, not five... it's drowning me. Thank You.<br>",0,0.3412031
"  Borrower added on 05/29/13 > I've never been late on any bills, but have 5 loans I'd like to consolidate into one loan.<br>",0,0.34302506
  Borrower added on 01/11/13 > Consolidating credit cards into one monthly payment.<br>,1,0.34390226
"  Borrower added on 05/18/10 > I will be using the loan to consolidate bills and have a little breathing room. My goal is to get out of credit card debit FOREVER.<br/> Borrower added on 05/18/10 > My total debt is about $18000. This consist of:<br/>Car = $6000 pay $341 a month<br/>Credit Card 1= $7800 pay $211 a month<br/>Credit Card 2= $2200 pay $ 57 a month @ 30% intr.<br/>Credit Card 3= $1500 pay $ 36 a month @ 19% intr.<br/>Credit Card 4= $  735 pay $ 35 a month @ 24% intr.<br/><br/>Other monthly bills enclude:<br/>Car insurance= $111 a month<br/><br/>Cell phone/Internet = $130 a month<br/>Gas & Electricity = $40 a month<br/>Cable = $40 a month<br/><br/>So I'm spread a little thin. By consolidating at the amount and rate given I will have about $65 extra that will help a little for food and fuel.<br/> Borrower added on 05/18/10 > Wow :) I would just like to INCLUDE I'm doing all this on my cell phone because I have turned off my home Internet to save money. :) So bear me while I attempt to change my life...... in the palm of my hands.<br/> Borrower added on 05/21/10 > Lol, thank you all sooo much so far but I'm not sure what else I'm supposed to do to boost funding. The bookkeeper in me knows I need at least $767 a day to make it to my full requested amount. Should I cheer you guys on a little bit? Bake you cookies? Tell you stories about my younger days? Lol. Keep up the good work! Drop by often, I'm here all week :-)<br/> Borrower added on 05/24/10 > Wowww! Amazing! What a huge jump! Yessss! Thank youuuu! Rah! Rah! Rah! Go Team!<br/> Borrower added on 05/25/10 > It's been brought to my attending a few times that I should focus more on the cards and I agree. Revised payoff will be as follows: <br/> $10226 will be my loan amount after fees.<br/>CC1 $7291<br/>CC2 $2200<br/>CC4 $735<br/>Thanks for opening my eyes. Goooo Team!<br/> Borrower added on 05/25/10 > Lol, Lending Club I NEED a loan description edit button....please.<br/> Borrower added on 05/26/10 > In the home stretch. Almost there! Thank you all so much, especially the members who came back multiple times and to the members who only stopped by once but made a huge difference. I appreciate all of you. Thanks again!<br/>",0,0.34031323
  Borrower added on 07/23/13 > To build a hunting and fishing camp.<br>,0,0.34442922
"  Borrower added on 10/03/13 > I just want to make one payment one a month not four.Thanks<br><br> Borrower added on 10/03/13 > I want to consolidate my credit card debts into one payment a month. It will easier that way. Therefore, since your Interest is a bit lower hence my application. Thanks.<br>",1,0.34178802
  Borrower added on 03/18/11 > This loan will be used to pay off some credit card debt and to help pay for some of my wedding expenses.<br/>,1,0.34321356
"  Borrower added on 08/05/11 > plan to use this loan to pay off credit cards. <br/><br/>work full time, job is very stable.<br/>",0,0.3429633
  Borrower added on 02/20/14 > Debt consolidaton of credit card's to pay off sooner.<br>,1,0.34353045
  Borrower added on 08/05/13 > I need to pay off my credit cards and also need to have money in my savings account for emergencies<br>,1,0.3435262
"  Borrower added on 06/11/10 > My grandmother passed away on my birthday last month.   She was my best friend and her death totally kicked me out of reality.  I have never been late on a credit card payment until now.  I just want a loan to kick start my life again.  Thank you<br/> Borrower added on 06/12/10 > Up until the time my bestfriend/grandmother passed away, I paid every credit card I had on time and more importantly IN FULL...NO MINIMUM PAYMENTS.  Her hopsital bill was 88,000 dollars and was mostly paid for by insurance but since that my mother has had two near heart-attacks and multiple anxiety attacks.  I have set aside my financial life for that two month period but am now trying to get back on my feet.  I have a great job and will be promoted to a personal financial banker within 1 to 3 months.   This loan will be used to simply pay for the debt incurred during the 2 months my grandmother was dying.  I understand that many people are in debt 10 times the amount of my debt but I want to use this money to simply kick start my financial life again because that is the only facet of life that needs some kick starting.  I have a great job and and beautiful family.  Finances are the only things that need work.   Thank you very very very much to anyone that considers helping.<br/>",0,0.340475
